survey_id,employee_id,department,level,survey_date,survey_quarter,engagement_score,manager_score,growth_score,worklife_score,belonging_score,overall_score,free_text_comment
SRV-01-EMP-04629,EMP-04629,Product,Senior,2025-03-15,Q1 2025,3,4,4,4,4,3.8,Meetings take up too much time some weeks.
SRV-01-EMP-03239,EMP-03239,Sales,Manager,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Overall satisfied but see room for improvement.
SRV-01-EMP-02081,EMP-02081,Customer Success,IC1,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-01845,EMP-01845,Sales,IC1,2025-03-15,Q1 2025,3,4,4,4,4,3.8,
SRV-01-EMP-00577,EMP-00577,Operations,IC1,2025-03-15,Q1 2025,3,4,4,3,3,3.4,Benefits are competitive but not exceptional.
SRV-01-EMP-02072,EMP-02072,Operations,IC2,2025-03-15,Q1 2025,4,5,4,3,5,4.2,Good opportunities for learning and development here.
SRV-01-EMP-02943,EMP-02943,Sales,IC1,2025-03-15,Q1 2025,3,3,3,3,3,3.0,The office setup is adequate for my needs.
SRV-01-EMP-02498,EMP-02498,HR,IC2,2025-03-15,Q1 2025,3,4,3,4,4,3.6,
SRV-01-EMP-01418,EMP-01418,Customer Success,IC1,2025-03-15,Q1 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-01-EMP-02602,EMP-02602,Sales,Manager,2025-03-15,Q1 2025,3,4,3,4,4,3.6,Meetings take up too much time some weeks.
SRV-01-EMP-01052,EMP-01052,Product,Senior,2025-03-15,Q1 2025,4,4,5,4,4,4.2,
SRV-01-EMP-04235,EMP-04235,HR,IC2,2025-03-15,Q1 2025,3,4,5,3,4,3.8,Training opportunities exist but are hard to find time for.
SRV-01-EMP-04556,EMP-04556,Customer Success,IC1,2025-03-15,Q1 2025,2,3,3,3,3,2.8,Feeling burned out. Workload is unsustainable.
SRV-01-EMP-01247,EMP-01247,Product,Manager,2025-03-15,Q1 2025,4,5,4,4,4,4.2,I feel empowered to make decisions in my role.
SRV-01-EMP-02891,EMP-02891,Operations,IC1,2025-03-15,Q1 2025,3,3,2,3,4,3.0,
SRV-01-EMP-02455,EMP-02455,Sales,Manager,2025-03-15,Q1 2025,3,3,3,3,3,3.0,Meetings take up too much time some weeks.
SRV-01-EMP-00470,EMP-00470,Engineering,Senior,2025-03-15,Q1 2025,4,4,4,5,4,4.2,I feel empowered to make decisions in my role.
SRV-01-EMP-01016,EMP-01016,HR,IC2,2025-03-15,Q1 2025,4,5,4,4,4,4.2,
SRV-01-EMP-04018,EMP-04018,Customer Success,IC2,2025-03-15,Q1 2025,4,4,4,5,4,4.2,Strong alignment between team goals and company mission.
SRV-01-EMP-00532,EMP-00532,Product,Senior,2025-03-15,Q1 2025,3,4,3,2,3,3.0,
SRV-01-EMP-02265,EMP-02265,Sales,IC1,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-03976,EMP-03976,Engineering,Manager,2025-03-15,Q1 2025,5,5,5,5,5,5.0,
SRV-01-EMP-01884,EMP-01884,Engineering,IC2,2025-03-15,Q1 2025,4,4,4,4,4,4.0,Good opportunities for learning and development here.
SRV-01-EMP-04039,EMP-04039,Sales,Senior,2025-03-15,Q1 2025,3,3,4,4,4,3.6,Workload is manageable but could be better distributed.
SRV-01-EMP-04028,EMP-04028,Product,Senior,2025-03-15,Q1 2025,5,5,5,5,5,5.0,
SRV-01-EMP-01635,EMP-01635,Engineering,IC1,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Things are okay. Nothing major to report.
SRV-01-EMP-02895,EMP-02895,HR,Senior,2025-03-15,Q1 2025,3,4,4,4,4,3.8,The office setup is adequate for my needs.
SRV-01-EMP-01336,EMP-01336,Marketing,IC1,2025-03-15,Q1 2025,4,4,3,4,3,3.6,
SRV-01-EMP-02719,EMP-02719,Customer Success,IC2,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Communication between teams could improve.
SRV-01-EMP-02921,EMP-02921,Product,IC2,2025-03-15,Q1 2025,4,5,4,4,4,4.2,Good opportunities for learning and development here.
SRV-01-EMP-01856,EMP-01856,Engineering,IC2,2025-03-15,Q1 2025,3,3,3,4,4,3.4,Things are okay. Nothing major to report.
SRV-01-EMP-04824,EMP-04824,Marketing,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-01-EMP-02197,EMP-02197,Product,Senior,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Communication between teams could improve.
SRV-01-EMP-03463,EMP-03463,Product,Manager,2025-03-15,Q1 2025,2,4,3,3,3,3.0,Things are okay. Nothing major to report.
SRV-01-EMP-02397,EMP-02397,Sales,Manager,2025-03-15,Q1 2025,3,4,3,3,4,3.4,
SRV-01-EMP-00906,EMP-00906,Product,IC1,2025-03-15,Q1 2025,4,4,4,5,4,4.2,Company culture is supportive and inclusive.
SRV-01-EMP-02225,EMP-02225,Marketing,IC1,2025-03-15,Q1 2025,3,4,4,4,4,3.8,Overall satisfied but see room for improvement.
SRV-01-EMP-04896,EMP-04896,Finance,Senior,2025-03-15,Q1 2025,3,3,2,2,3,2.6,
SRV-01-EMP-03405,EMP-03405,Marketing,IC1,2025-03-15,Q1 2025,4,4,3,5,3,3.8,Would appreciate more clarity on career progression.
SRV-01-EMP-01385,EMP-01385,Engineering,IC1,2025-03-15,Q1 2025,5,5,4,5,5,4.8,My manager supports my growth and gives clear feedback.
SRV-01-EMP-04011,EMP-04011,Customer Success,Senior,2025-03-15,Q1 2025,4,4,3,4,4,3.8,
SRV-01-EMP-03015,EMP-03015,Finance,IC1,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Overall satisfied but see room for improvement.
SRV-01-EMP-01101,EMP-01101,Customer Success,IC1,2025-03-15,Q1 2025,4,5,5,5,4,4.6,The new tools and processes have made my job easier.
SRV-01-EMP-02439,EMP-02439,Product,IC2,2025-03-15,Q1 2025,5,4,5,5,4,4.6,I feel empowered to make decisions in my role.
SRV-01-EMP-04671,EMP-04671,Marketing,IC2,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Meetings take up too much time some weeks.
SRV-01-EMP-01161,EMP-01161,HR,IC1,2025-03-15,Q1 2025,3,3,3,4,4,3.4,Workload is manageable but could be better distributed.
SRV-01-EMP-02105,EMP-02105,Product,Senior,2025-03-15,Q1 2025,4,4,4,3,4,3.8,
SRV-01-EMP-02752,EMP-02752,HR,Manager,2025-03-15,Q1 2025,4,4,3,5,3,3.8,Benefits are competitive but not exceptional.
SRV-01-EMP-03167,EMP-03167,Sales,IC2,2025-03-15,Q1 2025,4,5,3,4,4,4.0,Company culture is supportive and inclusive.
SRV-01-EMP-00683,EMP-00683,Engineering,IC2,2025-03-15,Q1 2025,4,5,5,5,5,4.8,Excellent mentorship opportunities within the department.
SRV-01-EMP-01461,EMP-01461,Engineering,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-01-EMP-02079,EMP-02079,Sales,Senior,2025-03-15,Q1 2025,3,4,4,3,4,3.6,Training opportunities exist but are hard to find time for.
SRV-01-EMP-02609,EMP-02609,Operations,IC2,2025-03-15,Q1 2025,3,4,4,3,3,3.4,Communication between teams could improve.
SRV-01-EMP-02731,EMP-02731,Operations,IC2,2025-03-15,Q1 2025,4,3,4,4,5,4.0,
SRV-01-EMP-02381,EMP-02381,HR,Senior,2025-03-15,Q1 2025,5,4,4,5,5,4.6,Strong alignment between team goals and company mission.
SRV-01-EMP-04472,EMP-04472,HR,IC2,2025-03-15,Q1 2025,4,4,4,5,4,4.2,
SRV-01-EMP-01974,EMP-01974,Engineering,Senior,2025-03-15,Q1 2025,3,3,3,4,4,3.4,Things are okay. Nothing major to report.
SRV-01-EMP-04960,EMP-04960,Engineering,IC2,2025-03-15,Q1 2025,4,5,4,4,4,4.2,Good opportunities for learning and development here.
SRV-01-EMP-00147,EMP-00147,Product,Manager,2025-03-15,Q1 2025,4,5,4,4,5,4.4,
SRV-01-EMP-03930,EMP-03930,Sales,IC2,2025-03-15,Q1 2025,3,3,3,3,3,3.0,Overall satisfied but see room for improvement.
SRV-01-EMP-00086,EMP-00086,Marketing,IC2,2025-03-15,Q1 2025,3,4,3,3,3,3.2,
SRV-01-EMP-03220,EMP-03220,Product,Manager,2025-03-15,Q1 2025,4,4,4,5,4,4.2,
SRV-01-EMP-02287,EMP-02287,HR,IC2,2025-03-15,Q1 2025,3,3,2,3,3,2.8,Not enough recognition for the work we do.
SRV-01-EMP-04435,EMP-04435,Sales,Senior,2025-03-15,Q1 2025,4,4,3,4,3,3.6,
SRV-01-EMP-00800,EMP-00800,Product,IC2,2025-03-15,Q1 2025,5,5,5,5,5,5.0,Really enjoy working with my team. Great collaboration.
SRV-01-EMP-01457,EMP-01457,Operations,IC1,2025-03-15,Q1 2025,3,3,3,3,3,3.0,Workload is manageable but could be better distributed.
SRV-01-EMP-04173,EMP-04173,Marketing,IC2,2025-03-15,Q1 2025,3,3,2,3,2,2.6,Team is understaffed and it is affecting quality.
SRV-01-EMP-02066,EMP-02066,Product,IC1,2025-03-15,Q1 2025,3,3,3,3,3,3.0,
SRV-01-EMP-02581,EMP-02581,HR,IC2,2025-03-15,Q1 2025,5,5,5,4,5,4.8,I feel empowered to make decisions in my role.
SRV-01-EMP-04187,EMP-04187,Sales,IC2,2025-03-15,Q1 2025,4,4,4,4,4,4.0,The work-life balance has improved significantly this quarter.
SRV-01-EMP-04524,EMP-04524,Engineering,Senior,2025-03-15,Q1 2025,5,4,4,4,4,4.2,
SRV-01-EMP-01527,EMP-01527,Engineering,Senior,2025-03-15,Q1 2025,4,5,5,5,5,4.8,
SRV-01-EMP-02070,EMP-02070,Finance,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-01-EMP-03302,EMP-03302,Engineering,IC2,2025-03-15,Q1 2025,4,4,4,4,4,4.0,I feel valued and my contributions are recognized.
SRV-01-EMP-03984,EMP-03984,Engineering,IC1,2025-03-15,Q1 2025,4,4,5,4,5,4.4,
SRV-01-EMP-01462,EMP-01462,Operations,IC2,2025-03-15,Q1 2025,3,3,3,3,3,3.0,Some processes could be streamlined.
SRV-01-EMP-02851,EMP-02851,Marketing,IC1,2025-03-15,Q1 2025,4,3,3,3,3,3.2,Some processes could be streamlined.
SRV-01-EMP-04900,EMP-04900,HR,IC1,2025-03-15,Q1 2025,4,4,5,4,5,4.4,
SRV-01-EMP-04458,EMP-04458,Engineering,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-03957,EMP-03957,Product,IC1,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Overall satisfied but see room for improvement.
SRV-01-EMP-00421,EMP-00421,HR,IC1,2025-03-15,Q1 2025,5,4,5,5,5,4.8,Really enjoy working with my team. Great collaboration.
SRV-01-EMP-02127,EMP-02127,Engineering,Manager,2025-03-15,Q1 2025,4,4,4,3,4,3.8,Overall satisfied but see room for improvement.
SRV-01-EMP-00373,EMP-00373,Engineering,IC1,2025-03-15,Q1 2025,4,5,4,4,4,4.2,Really enjoy working with my team. Great collaboration.
SRV-01-EMP-04114,EMP-04114,Engineering,IC2,2025-03-15,Q1 2025,3,5,3,3,4,3.6,Meetings take up too much time some weeks.
SRV-01-EMP-04199,EMP-04199,Operations,IC1,2025-03-15,Q1 2025,4,4,4,4,3,3.8,
SRV-01-EMP-02636,EMP-02636,HR,Manager,2025-03-15,Q1 2025,5,5,4,5,5,4.8,I feel valued and my contributions are recognized.
SRV-01-EMP-01783,EMP-01783,Engineering,IC1,2025-03-15,Q1 2025,5,5,4,5,5,4.8,The work-life balance has improved significantly this quarter.
SRV-01-EMP-01245,EMP-01245,Engineering,IC1,2025-03-15,Q1 2025,5,5,5,5,5,5.0,My manager supports my growth and gives clear feedback.
SRV-01-EMP-04868,EMP-04868,Customer Success,IC1,2025-03-15,Q1 2025,3,3,4,3,4,3.4,Things are okay. Nothing major to report.
SRV-01-EMP-02165,EMP-02165,Engineering,IC1,2025-03-15,Q1 2025,4,5,4,5,4,4.4,
SRV-01-EMP-03295,EMP-03295,Sales,IC2,2025-03-15,Q1 2025,4,4,4,5,4,4.2,Excellent mentorship opportunities within the department.
SRV-01-EMP-04129,EMP-04129,Engineering,IC1,2025-03-15,Q1 2025,5,5,5,5,5,5.0,
SRV-01-EMP-04955,EMP-04955,HR,IC1,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Training opportunities exist but are hard to find time for.
SRV-01-EMP-04146,EMP-04146,Operations,IC1,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Benefits are competitive but not exceptional.
SRV-01-EMP-02649,EMP-02649,Sales,IC1,2025-03-15,Q1 2025,4,3,3,4,4,3.6,Workload is manageable but could be better distributed.
SRV-01-EMP-04843,EMP-04843,Customer Success,Senior,2025-03-15,Q1 2025,4,4,3,4,4,3.8,
SRV-01-EMP-01490,EMP-01490,Engineering,IC2,2025-03-15,Q1 2025,3,3,3,3,3,3.0,
SRV-01-EMP-00357,EMP-00357,Sales,IC1,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-01799,EMP-01799,Engineering,IC1,2025-03-15,Q1 2025,4,4,4,4,5,4.2,The new tools and processes have made my job easier.
SRV-01-EMP-04446,EMP-04446,Sales,IC2,2025-03-15,Q1 2025,2,2,3,2,2,2.2,
SRV-01-EMP-02295,EMP-02295,Marketing,Senior,2025-03-15,Q1 2025,4,5,4,4,5,4.4,The new tools and processes have made my job easier.
SRV-01-EMP-03279,EMP-03279,Product,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-02471,EMP-02471,Sales,Manager,2025-03-15,Q1 2025,5,4,4,4,5,4.4,Excellent mentorship opportunities within the department.
SRV-01-EMP-01861,EMP-01861,Product,IC1,2025-03-15,Q1 2025,5,5,4,4,5,4.6,
SRV-01-EMP-02164,EMP-02164,Engineering,IC1,2025-03-15,Q1 2025,3,4,3,4,4,3.6,Benefits are competitive but not exceptional.
SRV-01-EMP-00289,EMP-00289,Product,IC1,2025-03-15,Q1 2025,4,4,4,4,4,4.0,I feel valued and my contributions are recognized.
SRV-01-EMP-04281,EMP-04281,HR,IC1,2025-03-15,Q1 2025,4,4,4,3,4,3.8,
SRV-01-EMP-02270,EMP-02270,Customer Success,IC1,2025-03-15,Q1 2025,3,3,2,4,3,3.0,Some processes could be streamlined.
SRV-01-EMP-00764,EMP-00764,Engineering,Manager,2025-03-15,Q1 2025,4,4,4,5,4,4.2,Company culture is supportive and inclusive.
SRV-01-EMP-00993,EMP-00993,Engineering,IC1,2025-03-15,Q1 2025,3,4,4,4,4,3.8,Overall satisfied but see room for improvement.
SRV-01-EMP-02567,EMP-02567,Sales,IC2,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Workload is manageable but could be better distributed.
SRV-01-EMP-02256,EMP-02256,Engineering,IC2,2025-03-15,Q1 2025,4,5,4,4,4,4.2,Excellent mentorship opportunities within the department.
SRV-01-EMP-03214,EMP-03214,Finance,IC1,2025-03-15,Q1 2025,3,3,3,3,3,3.0,
SRV-01-EMP-00154,EMP-00154,Operations,IC2,2025-03-15,Q1 2025,3,4,4,3,4,3.6,Communication between teams could improve.
SRV-01-EMP-02136,EMP-02136,Marketing,IC1,2025-03-15,Q1 2025,3,3,2,3,4,3.0,
SRV-01-EMP-02036,EMP-02036,HR,Senior,2025-03-15,Q1 2025,3,3,4,3,3,3.2,Overall satisfied but see room for improvement.
SRV-01-EMP-01747,EMP-01747,Sales,IC1,2025-03-15,Q1 2025,4,4,4,3,3,3.6,Would appreciate more clarity on career progression.
SRV-01-EMP-00356,EMP-00356,Finance,IC1,2025-03-15,Q1 2025,4,4,3,4,4,3.8,
SRV-01-EMP-00724,EMP-00724,Product,IC1,2025-03-15,Q1 2025,4,4,3,3,4,3.6,Things are okay. Nothing major to report.
SRV-01-EMP-02382,EMP-02382,Sales,IC2,2025-03-15,Q1 2025,3,2,3,3,3,2.8,My skills are not being utilized effectively.
SRV-01-EMP-04224,EMP-04224,Engineering,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,I feel valued and my contributions are recognized.
SRV-01-EMP-00623,EMP-00623,Operations,Senior,2025-03-15,Q1 2025,3,3,3,4,4,3.4,
SRV-01-EMP-02436,EMP-02436,Engineering,IC1,2025-03-15,Q1 2025,4,4,5,4,4,4.2,I feel valued and my contributions are recognized.
SRV-01-EMP-00126,EMP-00126,Engineering,Senior,2025-03-15,Q1 2025,4,4,3,4,4,3.8,Training opportunities exist but are hard to find time for.
SRV-01-EMP-00594,EMP-00594,Marketing,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-00247,EMP-00247,Engineering,IC2,2025-03-15,Q1 2025,4,4,4,4,3,3.8,
SRV-01-EMP-00799,EMP-00799,Finance,IC1,2025-03-15,Q1 2025,4,4,4,4,3,3.8,Communication between teams could improve.
SRV-01-EMP-04416,EMP-04416,Product,IC2,2025-03-15,Q1 2025,4,4,4,4,4,4.0,
SRV-01-EMP-03205,EMP-03205,Sales,IC2,2025-03-15,Q1 2025,3,2,3,2,3,2.6,
SRV-01-EMP-01269,EMP-01269,Product,Senior,2025-03-15,Q1 2025,2,2,3,3,2,2.4,
SRV-01-EMP-01592,EMP-01592,Product,IC2,2025-03-15,Q1 2025,3,3,3,3,3,3.0,Overall satisfied but see room for improvement.
SRV-01-EMP-02645,EMP-02645,Marketing,IC2,2025-03-15,Q1 2025,4,5,4,4,4,4.2,The new tools and processes have made my job easier.
SRV-01-EMP-04930,EMP-04930,Engineering,Senior,2025-03-15,Q1 2025,3,4,3,3,3,3.2,Things are okay. Nothing major to report.
SRV-01-EMP-03757,EMP-03757,Customer Success,IC1,2025-03-15,Q1 2025,3,4,3,3,4,3.4,Communication between teams could improve.
SRV-01-EMP-04364,EMP-04364,Marketing,IC2,2025-03-15,Q1 2025,3,3,2,3,3,2.8,
SRV-01-EMP-01620,EMP-01620,Customer Success,Senior,2025-03-15,Q1 2025,4,4,4,4,4,4.0,Strong alignment between team goals and company mission.
SRV-02-EMP-00545,EMP-00545,Operations,IC2,2025-06-15,Q2 2025,5,5,5,4,4,4.6,The work-life balance has improved significantly this quarter.
SRV-02-EMP-02582,EMP-02582,Engineering,IC2,2025-06-15,Q2 2025,4,5,4,3,4,4.0,The new tools and processes have made my job easier.
SRV-02-EMP-00805,EMP-00805,Product,IC2,2025-06-15,Q2 2025,5,5,5,4,5,4.8,
SRV-02-EMP-03402,EMP-03402,Engineering,Manager,2025-06-15,Q2 2025,5,5,5,5,5,5.0,Company culture is supportive and inclusive.
SRV-02-EMP-03192,EMP-03192,Engineering,Senior,2025-06-15,Q2 2025,5,5,5,5,5,5.0,I feel valued and my contributions are recognized.
SRV-02-EMP-00802,EMP-00802,Engineering,IC2,2025-06-15,Q2 2025,5,5,4,3,5,4.4,My manager supports my growth and gives clear feedback.
SRV-02-EMP-03350,EMP-03350,Sales,IC2,2025-06-15,Q2 2025,3,3,2,3,3,2.8,Team is understaffed and it is affecting quality.
SRV-02-EMP-00362,EMP-00362,HR,IC2,2025-06-15,Q2 2025,4,4,4,5,3,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-03146,EMP-03146,Finance,Senior,2025-06-15,Q2 2025,4,4,4,3,4,3.8,Benefits are competitive but not exceptional.
SRV-02-EMP-00983,EMP-00983,Sales,Manager,2025-06-15,Q2 2025,4,5,4,5,4,4.4,I feel empowered to make decisions in my role.
SRV-02-EMP-00476,EMP-00476,Sales,Manager,2025-06-15,Q2 2025,3,3,3,4,4,3.4,
SRV-02-EMP-01044,EMP-01044,Operations,IC1,2025-06-15,Q2 2025,4,4,4,5,4,4.2,
SRV-02-EMP-01662,EMP-01662,Marketing,Senior,2025-06-15,Q2 2025,3,3,3,2,3,2.8,My skills are not being utilized effectively.
SRV-02-EMP-03515,EMP-03515,Product,IC2,2025-06-15,Q2 2025,4,4,4,4,5,4.2,
SRV-02-EMP-00162,EMP-00162,Product,IC1,2025-06-15,Q2 2025,4,5,4,5,5,4.6,My manager supports my growth and gives clear feedback.
SRV-02-EMP-04739,EMP-04739,Engineering,Senior,2025-06-15,Q2 2025,4,5,5,5,5,4.8,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-01386,EMP-01386,Finance,IC1,2025-06-15,Q2 2025,4,4,3,3,4,3.6,Training opportunities exist but are hard to find time for.
SRV-02-EMP-02189,EMP-02189,Finance,Manager,2025-06-15,Q2 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-02-EMP-01485,EMP-01485,Marketing,IC2,2025-06-15,Q2 2025,4,4,3,4,4,3.8,
SRV-02-EMP-01167,EMP-01167,Product,IC1,2025-06-15,Q2 2025,3,3,2,4,2,2.8,Not enough recognition for the work we do.
SRV-02-EMP-02814,EMP-02814,Finance,IC1,2025-06-15,Q2 2025,4,3,3,4,3,3.4,
SRV-02-EMP-00676,EMP-00676,Finance,Senior,2025-06-15,Q2 2025,4,4,4,4,4,4.0,My manager supports my growth and gives clear feedback.
SRV-02-EMP-03749,EMP-03749,Sales,IC2,2025-06-15,Q2 2025,4,4,4,4,4,4.0,My manager supports my growth and gives clear feedback.
SRV-02-EMP-04308,EMP-04308,Marketing,IC1,2025-06-15,Q2 2025,3,3,3,4,3,3.2,Workload is manageable but could be better distributed.
SRV-02-EMP-04625,EMP-04625,HR,IC1,2025-06-15,Q2 2025,3,4,3,4,3,3.4,
SRV-02-EMP-04438,EMP-04438,Operations,IC1,2025-06-15,Q2 2025,4,4,4,5,4,4.2,
SRV-02-EMP-04390,EMP-04390,Operations,IC1,2025-06-15,Q2 2025,3,4,3,3,3,3.2,
SRV-02-EMP-00750,EMP-00750,Marketing,Senior,2025-06-15,Q2 2025,3,3,3,2,3,2.8,Compensation does not match market rates for my role.
SRV-02-EMP-04908,EMP-04908,Engineering,IC1,2025-06-15,Q2 2025,5,5,4,5,4,4.6,
SRV-02-EMP-01058,EMP-01058,Product,Manager,2025-06-15,Q2 2025,3,4,4,4,4,3.8,Meetings take up too much time some weeks.
SRV-02-EMP-00159,EMP-00159,Sales,Senior,2025-06-15,Q2 2025,2,3,2,3,3,2.6,Career growth feels stagnant. No clear path forward.
SRV-02-EMP-01836,EMP-01836,Engineering,IC1,2025-06-15,Q2 2025,4,5,4,4,4,4.2,Excellent mentorship opportunities within the department.
SRV-02-EMP-01073,EMP-01073,Customer Success,IC1,2025-06-15,Q2 2025,3,3,2,2,3,2.6,Work-life balance has deteriorated significantly.
SRV-02-EMP-03682,EMP-03682,Engineering,IC1,2025-06-15,Q2 2025,5,4,4,4,5,4.4,I feel valued and my contributions are recognized.
SRV-02-EMP-02757,EMP-02757,Sales,Senior,2025-06-15,Q2 2025,4,4,3,4,3,3.6,
SRV-02-EMP-02357,EMP-02357,Operations,IC1,2025-06-15,Q2 2025,4,3,4,4,3,3.6,Workload is manageable but could be better distributed.
SRV-02-EMP-00729,EMP-00729,Sales,IC1,2025-06-15,Q2 2025,3,3,4,4,3,3.4,Some processes could be streamlined.
SRV-02-EMP-04894,EMP-04894,Marketing,IC1,2025-06-15,Q2 2025,4,4,4,3,5,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-03129,EMP-03129,Marketing,Senior,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Company culture is supportive and inclusive.
SRV-02-EMP-02686,EMP-02686,Operations,IC1,2025-06-15,Q2 2025,3,4,4,4,4,3.8,Would appreciate more clarity on career progression.
SRV-02-EMP-03088,EMP-03088,Product,IC1,2025-06-15,Q2 2025,4,5,5,3,4,4.2,
SRV-02-EMP-00767,EMP-00767,Finance,IC1,2025-06-15,Q2 2025,3,3,3,3,4,3.2,
SRV-02-EMP-03702,EMP-03702,Engineering,Senior,2025-06-15,Q2 2025,5,4,4,5,5,4.6,I feel empowered to make decisions in my role.
SRV-02-EMP-00451,EMP-00451,Marketing,Senior,2025-06-15,Q2 2025,3,4,3,4,4,3.6,Overall satisfied but see room for improvement.
SRV-02-EMP-01723,EMP-01723,Finance,IC2,2025-06-15,Q2 2025,3,4,3,4,4,3.6,
SRV-02-EMP-03019,EMP-03019,Engineering,IC1,2025-06-15,Q2 2025,5,5,4,4,4,4.4,
SRV-02-EMP-01093,EMP-01093,Engineering,IC1,2025-06-15,Q2 2025,3,4,4,3,4,3.6,Meetings take up too much time some weeks.
SRV-02-EMP-01263,EMP-01263,Marketing,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,I feel empowered to make decisions in my role.
SRV-02-EMP-03425,EMP-03425,Product,IC1,2025-06-15,Q2 2025,5,5,5,4,5,4.8,I feel valued and my contributions are recognized.
SRV-02-EMP-01229,EMP-01229,HR,IC1,2025-06-15,Q2 2025,4,5,5,5,5,4.8,Strong alignment between team goals and company mission.
SRV-02-EMP-02502,EMP-02502,Sales,Senior,2025-06-15,Q2 2025,4,4,4,4,3,3.8,
SRV-02-EMP-01975,EMP-01975,HR,IC2,2025-06-15,Q2 2025,5,5,5,5,4,4.8,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-03726,EMP-03726,Product,Manager,2025-06-15,Q2 2025,4,4,3,4,4,3.8,Some processes could be streamlined.
SRV-02-EMP-04871,EMP-04871,Engineering,Manager,2025-06-15,Q2 2025,5,4,4,4,4,4.2,I feel empowered to make decisions in my role.
SRV-02-EMP-01471,EMP-01471,HR,IC2,2025-06-15,Q2 2025,3,4,3,3,4,3.4,Would appreciate more clarity on career progression.
SRV-02-EMP-00824,EMP-00824,Product,IC1,2025-06-15,Q2 2025,3,4,3,4,4,3.6,
SRV-02-EMP-02621,EMP-02621,Engineering,Senior,2025-06-15,Q2 2025,3,5,4,4,4,4.0,
SRV-02-EMP-03721,EMP-03721,Engineering,IC1,2025-06-15,Q2 2025,4,4,4,3,5,4.0,Good opportunities for learning and development here.
SRV-02-EMP-01619,EMP-01619,Operations,IC2,2025-06-15,Q2 2025,4,4,3,4,5,4.0,The new tools and processes have made my job easier.
SRV-02-EMP-00359,EMP-00359,Engineering,IC1,2025-06-15,Q2 2025,4,4,3,4,4,3.8,
SRV-02-EMP-04133,EMP-04133,Operations,IC2,2025-06-15,Q2 2025,3,3,3,2,3,2.8,
SRV-02-EMP-01232,EMP-01232,Finance,Senior,2025-06-15,Q2 2025,4,3,3,3,3,3.2,
SRV-02-EMP-04496,EMP-04496,Sales,Senior,2025-06-15,Q2 2025,4,4,4,4,4,4.0,Really enjoy working with my team. Great collaboration.
SRV-02-EMP-04463,EMP-04463,Engineering,Senior,2025-06-15,Q2 2025,4,4,3,4,4,3.8,
SRV-02-EMP-02611,EMP-02611,Engineering,Manager,2025-06-15,Q2 2025,5,5,4,4,5,4.6,Excellent mentorship opportunities within the department.
SRV-02-EMP-03873,EMP-03873,Marketing,IC2,2025-06-15,Q2 2025,3,4,3,3,4,3.4,Training opportunities exist but are hard to find time for.
SRV-02-EMP-02881,EMP-02881,HR,Senior,2025-06-15,Q2 2025,4,5,3,3,3,3.6,Meetings take up too much time some weeks.
SRV-02-EMP-04883,EMP-04883,Engineering,IC1,2025-06-15,Q2 2025,3,4,3,3,3,3.2,
SRV-02-EMP-00700,EMP-00700,Engineering,IC1,2025-06-15,Q2 2025,4,4,4,4,4,4.0,
SRV-02-EMP-00446,EMP-00446,Engineering,IC2,2025-06-15,Q2 2025,4,4,4,3,3,3.6,
SRV-02-EMP-04919,EMP-04919,Sales,Senior,2025-06-15,Q2 2025,4,4,3,3,4,3.6,The office setup is adequate for my needs.
SRV-02-EMP-02054,EMP-02054,Engineering,IC2,2025-06-15,Q2 2025,4,5,4,5,5,4.6,My manager supports my growth and gives clear feedback.
